GeneralFeedbackID,ID,Content
7213823,1,khi nhận hàng thì thấy ổn
14216236,0,hàng ngon chưa có gì để chê
13226054,0,ok
12815817,0,màn ok
15732752,0,màn ok
4485920,0,màn màu khá ngon
4485920,1,cạnh tranh với dell u2719h
4485920,2,con của mình ko hở sáng
4485920,3,ko dính điểm chết
4485920,4,quá yêu tiki
15670465,0,man dep
11963912,0,màn hình xịn
11963912,1,mịn
11963912,2,hên giao nhanh mình còn có tool sài
9569415,0,màn hình đẹp
9569415,1,rộng rãi
9569415,2,hơi sáng quá nên can màu lại trước khi dùng là ngon
15784921,0,gud
14918597,0,rất hài lòng
15571035,0,good
12793196,0,màn hình chuẩn rõ nét ko đau mắt
14365374,0,sản phẩm
14365374,1,ổn
13586013,0,màn đẹp
13586013,1,nhiều cổng
13535615,0,đẹp xuất sắc nha
13811608,0,hàng đẹp
13811608,1,ok
7951652,0,màn hình dành cho design
7951652,1,bây giờ mình đã yên tâm khi gửi sp tới client
13752600,0,ngon
13183616,0,ok
11287000,0,tuyệt vời khi làm đồ hoạ
12493850,0,good
6302368,0,màn hình 2k bao mịn đẹp
6302368,1,sản phẩm không bị lỗi gì khi giao
7057954,0,giao rất nhanh
7057954,1,kiện hàng nguyên vẹn
7057954,2,rất hài lòng
4405992,0,hàng như mô tả không nhận được quà tặng kèm theo
8430390,0,ok
5659337,0,vẫn xài bình thuong
3974679,0,sản phẩm chất lượng
13502077,0,sau bao ngày mong đợi thì cuối cùng mình cũng nhận được sản phẩm
13502077,1,đánh giá ban đầu ngoại hình đẹp hiển thị sáng sắc nét không điểm chết
13502077,2,không hở sáng quay ngang ngửa
13502077,3,nâng cao thấp linh hoạt to hơn hình dung ban đầu tuy nhiên
13502077,4,có điều mình không hiểu là lúc đập hộp xong mình sử dụng kết nối với mac pro m1 thì không thể hiển thị dù xem xét đủ các kiểu
13502077,5,thay cả dây cáp khác
13502077,6,cứ tưởng có vấn đề gì
13502077,7,lên mạng search thì thấy bảo phải nâng cấp firmware cho màn hình
13502077,8,hôm sau lấy máy windows cắm hdmi thì hiển thị bình thường
13502077,9,download firmware về usb cắm vào màn hình nhưng chưa kịp update thì cắm mac vào lại hiển thị được
13502077,10,chẳng hiểu kiểu gì? dù trước mắt mình khá hài lòng về sản phẩm nhưng vẫn đánh giá 2 vì thời gian nhận hàng quá lâu
13502077,11,kho tiki không có hàng nhưng vẫn treo bán dẫn tới việc khi đặt hàng tiki không giao được ngay mà phải đợi nhập hàng từ đối tác
13502077,12,trong khi bên tiki cũng không hề có thông báo gì cho tới khi quá hạn nhận hàng mình chủ động liên hệ mới nói
13502077,13,điều này dẫn đến trải nghiệm và cảm xúc mua hàng rất tệ
13447299,0,màn asus này bao đẹp
13447299,1,tiki giao nhanh 2h nên sáng đặt trưa có để lắp luôn
13447299,2,lắp ráp dễ dàng
13447299,3,tiện lợi
13447299,4,không bị dead pixel
13447299,5,do màn to nên khi gắn vô giá đỡ cảm giác không chắc chắn lắm
13447299,6,đi kèm chỉ có dây usbc và display port
13447299,7,không có dây hdmi nên bạn nào pc nhà xài cổng hdmi thì nên lưu ý
13172431,0,có 2 dead pixels 1 cái ở gần giữa màn hình và 1 ở góc ko ảnh hưởng đáng kể
13172431,1,vì biết ko thể đổi mới lại được nên đánh giá sản phẩm 3sao
13172431,2,khá thất vọng
17532790,0,cổng usb c ko hoạt động ko xuất dc hình ảnh từ macbook
17532790,1,tôi cần hỗ trợ từ asus
16609619,0,sản phẩm này dùng ok
16609619,1,đóng gói chắc chắn
16609619,2,bền
13235797,0,màn hình cũ của mình là dell 2419
13235797,1,nâng cấp lên proart 27inches 4k vì giá rẻ hơn dell 4k
13235797,2,không làm mình thất vọng
9260404,0,mới dùng dc 1 ngày thấy khá ưng
6405903,0,ban đầu định đánh giá 1 sao do cách xử lý đơn hàng quá kém của tiki đặt hàng trả tiền trước vào ngày 1212
6405903,1,hẹn giao hàng ngày 1912 nhưng đến ngày 1812 gọi điện mới biết là hết hàng!!!
6405903,2,phải huỷ để đặt lại nên giao trễ
6405903,3,nhưng sau khi trải nghiệm sản phẩm thì thấy quyết định xuống tiền cho cục phát wifi thế hệ 6 này của asus rất đáng đồng tiền bát gạo nhanh hơn hẳn wifi thế hệ 5 nên chấm 5 sao!
9965840,0,tính năng chuẩn
9965840,1,cpu và ram tốt nên xử lý nhanh
9965840,2,dùng openvpn lẫn torrent đều nhanh
9965840,3,rất đáng tiền
16528674,0,1 sản phẩm wifi 6 nhưng tốc độ thua modem nhà mạng cho
16528674,1,modem nhà mạng wifi đo speed 350400 mbps
16528674,2,trong khi sản phẩm chỉ chạy đc 300 mbps đc cái xuyên tường tốt
16528674,3,reset để thiết lập lại nhiều lần vẫn vậy
16528674,4,2 ko biết tiki có nhầm lẫn gì ko khi để hình sản phẩm này có thể sử dụng aimesh trong khi nsx báo ko hỗ trợ aimesh ạ
16528674,5,nhờ tiki hỗ trợ hoàn trả sản phẩm ạ
16295215,0,thiết bị cài đặt dễ
16295215,1,khả năng phát không được như quảng cáo là xuyên tường
16295215,2,lên một tầng dù không đóng cửa cũng rất yếu
16295215,3,thậm chí còn thua modem cũ đang xài
16295215,4,thật sự thất vọng
18993824,0,dễ cài đặt bằng phần mềm
18993824,1,connect cực mượt
18993824,2,phù hợp cho các game nặng pubg hoặc cày film online
18943160,0,sóng mạnh
18943160,1,ổn định
18943160,2,aimesh dễ dàng
18943160,3,giao hàng hơi lâu
18943160,4,giá tốt
16139222,0,giao hàng nhanh chóng
16139222,1,chất lượng tốt trong tầm giá
16578321,0,router sau khi update đã có aimesh
16578321,1,khá hài lòng
16578321,2,độ bền thì chưa rõ nhưng có bh 3 năm nên chắc ko lo
15886855,0,wifi sóng tốt
15886855,1,app tiếng việt
15886855,2,dễ cài đặt
15886855,3,giao hàng nhanh
15886855,4,đáng để mua
18315600,0,box nguyên seal
18315600,1,dùng ngon
18315600,2,xuyên tường tốt
18323559,0,sản phẩm quá tuyệt
17262547,0,wifi6 dùng quá đã
16705619,0,hàng chính hãng
15729838,0,giao hàng đúng thời gian
15846668,0,chất lượng tốt
16097452,0,dùng tốt
18713011,0,chất lượng sản phẩm tuyệt vời
18713011,1,đóng gói sản phẩm kỹ và chắc chắn
18713011,2,thời gian giao hàng nhanh va chắc chắn
18713011,3,sản phẩm đúng với quảng cáo
16858821,0,nhận hàng xong set các thứ thấy chạy ok
16858821,1,để xem chạy thời gian xem sao
16858821,2,mà trước mình cũng dùng 1 cái asus ok lắm
16858821,3,hi vọng cái này cũng được như vậy
19257544,0,khác biệt so với rt nhà mạng
19257544,1,ae mạng nha ghẻ thì thay vô ngon lành liền
19422743,0,ok
12558480,0,ngon
12558480,1,lần đầu được nghịch wifi 6
16542655,0,sp ok
17905926,0,like
15188260,0,sóng khoẻ
15188260,1,2 loại sóng 2ghz 5ghz cùng lúc
15188260,2,rất riện
13154511,0,5g sóng yếu hơn 2
13154511,1,4g
13154511,2,nhưng nói túm lại là ngon
15421669,0,good
12717284,0,chống nhiễu tốt
12717284,1,độ trễ thấp
13510263,0,giao nhanh
16837271,0,mua mesh trắng nhưng kèm cable và adaptercord màu đen
11691544,0,khá nhanh
11691544,1,tốt hơn nhiều so với cục không râu của nhà mạng fpt
11691544,2,nhà 30m
11691544,3,để trong 1 phòng kín tầng 2 đóng cửa lại thì các phòng khác tầng 1
11691544,5,3 vẫn vào tốt
11691544,6,xem video youtube ở chế độ 2k ổn định
11691544,7,mua 1 cái đắt 1 tí nhưng đỡ phải mua nhiều cục đặt nhiều chỗ trong nhà
11691544,8,các bạn nhà bé như nhà mình nói chung có thể yên tâm xài
11691544,9,chú ý là cục này có vẻ không tương thích với truyền hình fpt
11691544,10,cắm dây từ cục này ra đầu của truyên hình fpt thì ko xem được
11691544,11,nên vẫn phải đi dây riêng từ đầu tổng của nhà mạng ra cục truyên hình để xem truyền hình fpt
11691544,12,mình mua đồ công nghệ máy tính nhiều
11691544,13,nói chung asus chưa bao giờ làm mình thất vọng
11691544,14,hàng asus đắt hơn các hãng gốc trung quốc khác nhưng chất lượng bền bỉ
11691544,15,có xài chán thì đổi qua công nghệ mới chứ chưa bao giờ phải bảo hành
4503902,0,tiki dạo này đóng gói
4503902,1,giao hàng quá cẩu thả
4503902,2,cùng 1 tháng mà giao hàng chiếc samsung galaxy note9 hơn 13 triệu mà hộp cũng bị móp
4503902,3,lần này giao hàng hộp ngoài thì rách luôn
4503902,4,may mà sản phẩm bên trong chưa bị ảnh hưởng
4503902,5,cài đặt
4503902,6,sử dụng thuận tiện
4503902,7,tốc độ mạng ổn định! lần này quá thất vọng về dịch vụ bọc hàng của tiki nên đánh giá 2 sao!
12646935,0,tiền nào của nấy
12646935,2,trước dùng bộ phát của tplink chỉ dc 40 mbs nhé
12646935,3,giờ thì ngon rồi
12646935,4,1 bộ phát cả nhà
12646935,5,đỡ phải đi dây mạng loằng ngoằng
12646935,6,lại còn dc tặng thêm 1 bộ repeater của asus nữa
12646935,7,tính ra rẻ hơn mua ngoài
12646935,8,ưng lớm!!
11781729,0,quá đã! tốc độ download tăng gấp 3 lần
11781729,1,trước giờ xài modem wifi của viettel h640dw
11781729,2,đâu có ngờ là đổi qua con này và cấu hình con này là dùng wifi thì tốc độ mạng tăng gấp 3 lần so với dùng wifi từ con modem của viettel đâu
11781729,3,tiền nào của đó
11781729,4,quá hài lòng
11781729,5,giờ thì coi youtube 4k lướt vù vù
11781729,6,trước giờ coi fullhd 1080 mà chỉ load vừa kịp để xem
11781729,7,cứ tưởng gói mạng mình lởm phải nâng cấp gói mạng lên
11781729,8,hoá ra là do dùng wifi từ con modem lởm khởm của viettel
11781729,9,khuyến khích các bạn mua con này dùng bộ phát wifi chính nhé
11781729,10,nhà mình có 1 trệt và 2 lầu
11781729,11,mình lắp con này ở tầng giữa lầu 1
11781729,12,thì khi xuống tầng trệt hoặc lên lầu 2
11781729,13,sóng wifi còn 23 vạch nếu dùng 2
11781729,14,4ghz
11781729,15,còn 13 vạch nếu dùng 5ghz
11781729,16,mình có kèm hình ảnh của cục này gắn trên tường và kèm theo hình ảnh speedtest so sánh
11781729,17,khi dùng wifi phát từ cục của viettel
11781729,18,thì download dc tầm 6x mbps
11781729,19,nhưng khi dùng wifi từ cục asus thì tăng thành 2xx mbps
11781729,20,tăng hơn 3 lần tốc độ download
19607470,0,quá kém hỗ trợ bảo hành không tới nơi tới chốn
19607470,1,cùng hcm mà bắt ship đi ship lại
19607470,2,vẫn k đc bảo hành tử tế
12095923,0,giao hàng nhanh
12095923,1,lắp con này router tốc độ x3 luôn quá tuyệt
12095923,2,nhà mình lắp mạng fpt gói 100 mbps nhưng con wifi cũ lblink test speedtest được 30 mbps
12095923,3,lắp con này lên hơn 93 mpps luôn
12095923,4,hơn nữa với việc hỗ trợ phủ sóng 2
12095923,5,4g kết nối xuyên kính xuyên tường
12095923,6,nhà mình nhiều phòng vẫn bắt tốt
3531096,0,phát sóng mạnh và tương đối xa với băng tần 2
3531096,1,4g
3531096,2,còn băng tần 5g khoảng cách khoảng 10m đổ lại
3531096,3,nhưng được cái là tốc độ truy cập ở băng tần này nhanh
3531096,4,có thể cài đặt qua app hoặc web
3531096,5,các bước khá đơn giản
5928791,0,router chuẩn viscom phân phối
5928791,1,ổn định hay không thì thời gian sử dụng mới biết được
13413394,0,giao hàng rất nhanh
13413394,1,nhanh hơn dự kiến hơn 1 ngày
13413394,2,cả router chính lẫn tặng kèm đều nguyên seal
13413394,3,đóng gói cẩn thận
13413394,4,dùng rất ngon
13413394,5,xuyên tường tốt
13413394,6,đúng chuẩn hàng asus
13413394,7,cực kỳ hài lòng!
8179764,0,router không tự kết nối internet lại khi bị cúp điện hoặc reboot
8179764,1,phải rút nguồn cắm lại vài lần mới có mạng trở lại
8179764,2,router hoạt động nóng mất luôn wifi và cũng phải rút nguồn cắm điện lại
8179764,3,hiện tiki đã cho thu hồi kiểm tra
14031000,0,nguyên seal
14031000,1,full phụ kiện
14031000,2,tốc độ nhanh hơn hẳn modem nhà mạng cấp
13010079,0,tiền nào của nấy
13010079,1,tốc độ nhanh gấp mấy lần router nhà mạng cấp
13010079,2,lại sduwocj tặng thêm bộ mở rộng sóng
13353294,0,mua gần 2tr không bằng hàng free của fpt
13353294,1,5ghz thì chập chà chập chờn
13353294,2,2g thì chậm ko vào đc
13353294,3,mạng gói 150mbps đấy nhé
13353294,4,toàn seeding thì phải
11748161,0,wifi mạnh
11748161,1,băng tần 5ghz tốc độ rất nhanh nhưng qua 2 lớp tường thì khá yếu
11748161,2,băng tần 2
11748161,3,4ghz thì xa hơn
11748161,4,tầm 4 lớp tường nhưng ko nhanh bằng
11748161,5,nhìn chung là ổn
12152891,0,wifi ko được mạnh như mong đợi
12152891,1,cách nhau 1 tầng
12152891,2,nếu đóng cửa phòng thì khá tậm tịt
12152891,3,được cái giao hàng nhanh
12152891,4,đóng gói cẩn thận
3993853,0,ai như tui ko bung ra độ lại cái anten với xem cái nội thất cho mọi ng mãng nhãn????
12792972,0,mới mua
12792972,1,chạy mạng quá nhanh với con nhà mạng cho
12792972,2,hèn gì đánh giá 5 sao nhiều như vậy
13591924,0,sóng khoẻ
13591924,1,nhưng dủng app mobile phải cùng mạng wifi
13591924,2,vì vậy ko thêt quant lý mạng mọi lúc mọi nơi
14253760,0,giao hàng nhanh
14253760,1,sản phẩm tốt
14253760,2,giá cả phù hợp
14253760,3,comment nhận xu
17901171,0,sóng khoẻ
17901171,1,asus thì ko cần phải bàn
10441471,0,router chạy khá ổn 5ghz không được ổn định cho lắm so với 2
14772863,0,dễ cài đặt
14772863,1,giao hàng siêu nhanh mặc dù đúng mùng 1 tết
14772863,2,cảm ơn shop và tiki nhiều
18040503,0,hàng chính hãng !
11578460,0,ko có hướng dẫn sử dụng đi kèm
11578460,1,khiếu nại tiki cho kỹ thuật hướng dẫn nhưng ko có ai gọi lại hỗ trợ
13653123,0,trước mắt thì ok
13653123,1,ko biết lâu dài thế nào
11906373,0,dùng 2 tháng và hiện ko phát được wifi
11906373,1,chất lượng kém hơn mong đợi
11906373,2,hiện đang tìm cách đi bảo hành
11448391,0,hmm quảng cáo wifi xuyên tường gì cách 1 cái phòng là chập chờn
11448391,1,thua cả cái wifi của nhà mạng là sao ???
17737457,0,rất tốt
14230869,0,khá tốt so với giá nàydhh
11532290,0,nên mua dòng rtac1300uhp hơn dòng này trong cùng tầm giá
11532290,1,độ phủ sóng và ổn định hơi kém hơn
7244325,0,xài ngon lắm
7244325,1,giao hàng nhanh nữa
7244325,2,đóng gói bao bọc kỹ càng
12113067,0,dùng tốt
12113067,1,sóng khỏe! giao hàng nhanh!
16684122,0,rất mạnh
14200871,0,sản phẩm tốt như miêu tả và dễ lắp đặt
4901531,0,bạn nào muốn chơi tựa gem pubg thì nên lm 1 con đi nhé rất là ok và tuyệt vời
4901531,1,hàng đẹp và đóng gói củng ok
10529956,0,giới thiệu là có thể lắp sim nhưng lại chỉ có thể lắp dây mạng lan
10529956,1,lừa đảo
