MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
11351628#404492,5,"several times and put up with the waiters' bad manners, knowing that their job isn't easy.","['several times', 'bad manners', 'job', 'waiters']","{'several times': 'neutral', 'bad manners': 'neutral', 'job': 'neutral', 'waiters': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11351628#404492,6,"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk.","['bad service', 'obnoxious smirks', 'talk', 'sick']","{'bad service': 'negative', 'obnoxious smirks': 'negative', 'talk': 'negative', 'sick': 'negative'}",['service'],{'service': 'negative'}
11351633#565247,0,It took a bigger bite from my wallet than my appetite - I would not reccomend this to anyone that I would want to talk to me again!,"['bite', 'wallet', 'anyone']","{'bite': 'neutral', 'wallet': 'neutral', 'anyone': 'neutral'}",['service'],{'service': 'neutral'}
11351633#565247,1,!,[],{},['food'],{'food': 'neutral'}
11351664#1238806,0,"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!","['years', 'nolita', 'husband', 'peasant']","{'years': 'positive', 'nolita': 'positive', 'husband': 'positive', 'peasant': 'positive'}",['ambience'],{'ambience': 'neutral'}
11351664#1238806,1,"It's traditional, simple italian food.",['simple italian food'],{'simple italian food': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
11351664#1238806,2,"It's just good food, nothing more and that's all we want!","['good food', 'nothing']","{'good food': 'positive', 'nothing': 'positive'}",['food'],{'food': 'positive'}
11351664#1238806,3,"The wine list is extensive, well priced and covers alot of regions.","['covers alot', 'regions', 'wine list']","{'covers alot': 'neutral', 'regions': 'neutral', 'wine list': 'neutral'}",['service'],{'service': 'neutral'}
11351664#1238806,4,good food good wine that's it.,['good food good wine'],{'good food good wine': 'positive'},['service'],{'service': 'neutral'}
11351682#1496136,0,"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.","['simplicity', 'respect', 'staff', 'food']","{'simplicity': 'positive', 'respect': 'positive', 'staff': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
11351725#582163,0,The food was mediocre and the service was severely slow.,"['service', 'mediocre', 'food']","{'service': 'negative', 'mediocre': 'negative', 'food': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11351725#582163,1,It took about 2 1/2 hours to be served our 2 courses.,"['courses', 'hours']","{'courses': 'neutral', 'hours': 'neutral'}",['food'],{'food': 'neutral'}
11351725#582163,2,We ordered a glass of wine and were finished eating and paying before the wine came.,"['wine', 'glass', 'eating']","{'wine': 'neutral', 'glass': 'neutral', 'eating': 'neutral'}",['service'],{'service': 'neutral'}
11351725#582163,3,As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.,"['diners', 'seperate groups']","{'diners': 'neutral', 'seperate groups': 'neutral'}",['price'],{'price': 'neutral'}
11351725#582163,4,The folding chair I was seated at was uncomfortable.,['chair'],{'chair': 'negative'},['ambience'],{'ambience': 'neutral'}
11351725#582163,5,Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.,"['supportive staff', 'shame', 'waiter']","{'supportive staff': 'positive', 'shame': 'positive', 'waiter': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11351725#582163,6,"Not terrible, but not the restaurant in the reviews of 2002.","['reviews', 'restaurant']","{'reviews': 'positive', 'restaurant': 'positive'}",['food'],{'food': 'neutral'}
11351741#1733901,0,I went for restaurant week and ordered off the prix fixe menu,"['prix fixe menu', 'restaurant week']","{'prix fixe menu': 'neutral', 'restaurant week': 'neutral'}",['service'],{'service': 'neutral'}
11351745#499992,0,The wait staff was very attentive and polite.,['wait staff'],{'wait staff': 'positive'},['food'],{'food': 'neutral'}
11351753#0,0,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,"['quality port', 'portuguese cheese cart']","{'quality port': 'positive', 'portuguese cheese cart': 'positive'}",['ambience'],{'ambience': 'neutral'}
11351762#644011,0,"While it was large and a bit noisy, the drinks were fantastic, and the food was superb.","['bit', 'superb', 'drinks', 'food']","{'bit': 'positive', 'superb': 'positive', 'drinks': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
11351762#644011,1,The prices are not terrible.,['prices'],{'prices': 'positive'},['ambience'],{'ambience': 'neutral'}
11351762#644011,2,"The service was great, and they have a whole great deal for birthdays.","['service', 'birthdays', 'whole great deal']","{'service': 'positive', 'birthdays': 'positive', 'whole great deal': 'positive'}",['food'],{'food': 'neutral'}
11351814#1650882,0,"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.","['booth', 'service', 'other times', 'vip', 'windows', 'romantic date heaven', 'great food', 'not-crowded place']","{'booth': 'positive', 'service': 'positive', 'other times': 'positive', 'vip': 'positive', 'windows': 'positive', 'romantic date heaven': 'positive', 'great food': 'positive', 'not-crowded place': 'positive'}",['price'],{'price': 'neutral'}
11351814#1650882,1,"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!","['nick stef', 'square', 'only places worthy', 'madison square garden', 'herald', 'area']","{'nick stef': 'positive', 'square': 'positive', 'only places worthy': 'positive', 'madison square garden': 'positive', 'herald': 'positive', 'area': 'positive'}",['ambience'],{'ambience': 'neutral'}
11351816#1162694,0,"Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious.","['fish', 'cheese baclava', 'cheese', 'rice medley', 'rice', 'falafel', 'fresh veggies', 'spinach thing', 'soup', 'much fooood', 'lamb kebabs', 'root vegetables', 'sorts', 'middle eastern spreads']","{'fish': 'positive', 'cheese baclava': 'positive', 'cheese': 'positive', 'rice medley': 'positive', 'rice': 'positive', 'falafel': 'positive', 'fresh veggies': 'positive', 'spinach thing': 'positive', 'soup': 'positive', 'much fooood': 'positive', 'lamb kebabs': 'positive', 'root vegetables': 'positive', 'sorts': 'positive', 'middle eastern spreads': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11351816#1162694,1,"Slow service, but when you're hanging around with groups of 10 or 20, who really notices?","['groups', 'slow service', 'notices']","{'groups': 'neutral', 'slow service': 'neutral', 'notices': 'neutral'}",['food'],{'food': 'neutral'}
11351819#985076,0,Do not go to this restaurant.,['restaurant'],{'restaurant': 'neutral'},['service'],{'service': 'neutral'}
11351819#985076,1,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,"['service', 'food', 'people', 'meals', 'below average', 'absolute']","{'service': 'neutral', 'food': 'neutral', 'people': 'neutral', 'meals': 'neutral', 'below average': 'neutral', 'absolute': 'neutral'}",['price'],{'price': 'neutral'}
11351819#985076,2,Waiting three hours before getting our entrees was a treat as well.,"['treat', 'hours', 'entrees']","{'treat': 'neutral', 'hours': 'neutral', 'entrees': 'neutral'}",['ambience'],{'ambience': 'neutral'}
11351819#985076,3,"Over priced, overrated....stay away!",[],{},['miscellaneous'],{'miscellaneous': 'neutral'}
11359613#884374,0,The food is consistant and good but how it got name Best Diner In Manhattan is beyond me.,"['best diner', 'manhattan', 'food']","{'best diner': 'positive', 'manhattan': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
11359613#884374,1,Not to sound too negative but be wary of the delivary.,['delivary'],{'delivary': 'negative'},['service'],{'service': 'neutral'}
11359613#884374,2,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.","['service', 'food']","{'service': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
11359618#788741,0,"Every time I visit NYC, I come here.","['time', 'nyc']","{'time': 'neutral', 'nyc': 'neutral'}",['service'],{'service': 'neutral'}
11359618#788741,1,This is the best Italian restaurant in the city.,"['city', 'italian restaurant']","{'city': 'positive', 'italian restaurant': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11359618#788741,2,"Service is excellent, no wait, and you get a lot for the price.","['price', 'service', 'lot', 'wait']","{'price': 'positive', 'service': 'positive', 'lot': 'positive', 'wait': 'positive'}",['food'],{'food': 'neutral'}
11359618#788741,3,Waiters are very friendly and the pasta is out of this world.,"['world', 'pasta', 'waiters']","{'world': 'positive', 'pasta': 'positive', 'waiters': 'positive'}",['service'],{'service': 'neutral'}
11359619#487952,0,it is a hidden delight complete with a quaint bar and good food.,"['good food', 'quaint bar', 'hidden delight complete']","{'good food': 'positive', 'quaint bar': 'positive', 'hidden delight complete': 'positive'}",['price'],{'price': 'neutral'}
11359619#487952,1,it is a cozy place to go with a couple of friends.,"['friends', 'cozy place', 'couple']","{'friends': 'negative', 'cozy place': 'negative', 'couple': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11359619#487952,2,i especially like their soft shell crab sandwich with fries.,"['i', 'soft shell crab sandwich', 'fries']","{'i': 'neutral', 'soft shell crab sandwich': 'neutral', 'fries': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
11359619#487952,3,"for an appetizer, their calamari is a winner.","['calamari', 'appetizer', 'winner']","{'calamari': 'neutral', 'appetizer': 'neutral', 'winner': 'neutral'}",['food'],{'food': 'neutral'}
11359656#1716239,0,"Huge portions, great and attentive service, and pretty good prices.","['huge portions', 'good prices', 'attentive service']","{'huge portions': 'positive', 'good prices': 'positive', 'attentive service': 'positive'}",['price'],{'price': 'positive'}
11359717#1138929,0,Cool atmosphere but such a let down.,"['cool', 'let']","{'cool': 'neutral', 'let': 'neutral'}",['price'],{'price': 'neutral'}
11359717#1138929,1,Our waiter was horrible; so rude and disinterested.,['waiter'],{'waiter': 'negative'},['ambience'],{'ambience': 'neutral'}
11359717#1138929,2,The sangria's - watered down.,['sangria'],{'sangria': 'negative'},['miscellaneous'],{'miscellaneous': 'neutral'}
11359717#1138929,3,"menu - uneventful, small.",[],{},['food'],{'food': 'neutral'}
11359717#1138929,4,the food - not worth the price.,"['price', 'food']","{'price': 'negative', 'food': 'negative'}",['service'],{'service': 'neutral'}
11359727#487554,0,"Even when the chef is not in the house, the food and service are right on target.","['service', 'house', 'food', 'chef', 'target']","{'service': 'positive', 'house': 'positive', 'food': 'positive', 'chef': 'positive', 'target': 'positive'}",['price'],{'price': 'neutral'}
11359727#487554,1,"Since I cook for a living, I'm very fussy about the food I eat in restaurants.","['restaurants', 'living', 'food']","{'restaurants': 'positive', 'living': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
11359727#487554,2,Chef Waldy's always measures up.,['chef waldy'],{'chef waldy': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
11359727#487554,3,"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on...","['potato gratin', 'rabbit', 'lamb chops', 'veal chops', 'smoked trout']","{'potato gratin': 'positive', 'rabbit': 'positive', 'lamb chops': 'positive', 'veal chops': 'positive', 'smoked trout': 'positive'}",['food'],{'food': 'neutral'}
11359762#927332,0,You will not be dissapointed by any of the choices in the menu.,"['menu', 'choices']","{'menu': 'neutral', 'choices': 'neutral'}",['service'],{'service': 'neutral'}
11359762#927332,1,The owner and staff go to great lengths to make you feel comfortable.,"['great lengths', 'staff', 'owner']","{'great lengths': 'positive', 'staff': 'positive', 'owner': 'positive'}",['price'],{'price': 'neutral'}
11359762#927332,2,They are by far the BEST past in New York.,"['best past', 'new york']","{'best past': 'positive', 'new york': 'positive'}",['ambience'],{'ambience': 'neutral'}
11359762#927332,3,Ask for the round corner table next to the large window.,"['large window', 'ask', 'round corner']","{'large window': 'neutral', 'ask': 'neutral', 'round corner': 'neutral'}",['ambience'],{'ambience': 'neutral'}
